Year,State,Program,Level,College/University Name,Type,Affiliated University,State,City,Courses Offered,Intake Capacity,Accreditation,Approval Year
2019-2020,Karnataka,Pharmacy,PG,1-4261734772,NARGUND COLLEGE OF PHARMACY,"II MAIN DATTATREYANAGAR, 100 FEET RING ROAD, BSK III STAGE, BANGALORE-560085",BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261749348,"NATIONAL COLLEGE OF PHARMACY, SHIMOGA","BALRAJ URS ROAD, SHIMOGA, KARNATAKA, INDIA.",SHIMOGA,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261755392,RRK SAMITHI'S COLLEGE OF PHARMACY,"RRK SAMITHI'S COLLEGE OF PHARMACY NAUBAD, BIDAR-585402 KARNATAKA",BIDAR,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261772088,HILLSIDE COLLEGE OF PHARMACY AND RESEARCH CENTRE,"#9, RAGHUVANAHALLI, KANAKAPURA MAIN ROAD, BANGALORE-560062",BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261777747,GOVERNMENT COLLEGE OF PHARMACY,"#2, P KALINGA RAO ROAD, SUBBAIAH CIRCLE, BANGALORE- 560027",BANGALORE URBAN,Government,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261778743,EAST WEST COLLEGE OF PHARMACY,"# 63, I PHASE, BHARATHNAGAR B.E.L. LAYOUT, VISHWANEEDAM POST, OFF MAGADI ROAD, BANGALORE - 560091",BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261781227,D.R.KARIGOWDA COLLEGE OF PHARMACY,"UDAYAGIRI EXTENSION, KUVEMPUNAGAR HASSAN",HASSAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261790038,SRI ADICHUNCHANAGIRI COLLEGE OF PHARMACY,B.G.NAGARA 571 448. NAGAMANGALA TQ MANDYA DT KARNATAKA,MANDYA,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261790366,ADITYA BANGALORE INSTITUTE OF PHARMACY EDUCATION & RESEARCH,"NO.12, KOGILU MAIN ROAD, BEHIND ANNAPURNESHWARI TEMPLE, YELAHANKA",BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261796615,"KARNATAKA B.PHARMACY COLLEGE, BIDAR (KARNATAKA COLLEGE OF PHARMACY,BIDAR)",POST BOX NO:53 MANHALLI ROAD BIDAR,BIDAR,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261800602,SARADA VILAS COLLEGE OF PHARMACY SARADA VILAS EDUCATIONAL INSTITUTIONS,"SARADA VILAS COLLEGE OF PHARMACY SARADA VILAS EDUCATIONAL INSTITUTIONS, KRISHNAMURTHYPURAM, MYSORE - 570 004",MYSORE,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261812937,N.E.T PHARMACY COLLEGE.,"NAVODAYA NAGAR, MANTRALAYAM ROAD, RAICHUR.",RAICHUR,Unaided - Private,N,Y,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261825778,T. JOHN COLLEGE OF PHARMACY,T. JOHN COLLEGE OF PHARMACY KAMMANAHALLI GOTTIGERE POST BANNERGHATTA ROAD BANGALORE,BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261828572,LUQMAN COLLEGE OF PHARMACY,"POST BOX NO.86, BEHIND P & T COLONY, OLD JEWARGI ROAD, GULBARGA - 585 102 KARNATAKA - INDIA",GULBARGA,Unaided - Private,N,Y,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261831680,TOGARI VEERAMALLAPPA MEMORIAL COLLEGE OF PHARMACY,"Y.NAGESH SHASTRY NAGAR, KAPPAGAL ROAD,",BELLARY,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261862706,M.M.U.COLLEGE OF PHARMACY,"K.K.DODDI, RAMDEV BETTA ROAD RAMANAGARAM-571511 KARNATAKA, INDIA",RAMANAGARA,Unaided - Private,N,Y,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261867530,RAJIV MEMORIAL EDUCATION SOCIETY'S COLLEGE OF PHARMACY,"BALAJI NAGAR, OLD JEWARGI ROAD, OLD JEWARGI ROAD, GULBARGA.",GULBARGA,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261874535,"KLES COLLEGE OF PHARMACY,HUBLI",VIDYANAGAR,DHARWAD,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261879381,DR. H.L.THIMMEGOWDA COLLEGE OF PHARMACY,"KENGAL, CHANNAPATNA-571502 RAMANAGARAM DISTRICT KARNATAKA",RAMANAGARA,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261881704,KARNATAKA COLLEGE OF PHARMACY,"# 33/2, THIRUMENA HALLI, HEGADE NAGAR MAIN ROAD,BANGALORE-560064",BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261884301,THE OXFORD COLLEGE OF PHARMACY,"NO.6/9, 1ST CROSS, BEGUR MAIN ROAD, HONGASANDRA",BANGALORE URBAN,Unaided - Private,N,Y,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261885130,VISVESWARAPURA INSTITUTE OF PHARMACEUTICAL SCIENCES,"22ND MAIN, 24TH CROSS, BSK 2ND STAGE, BANGALORE-560070",BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261890828,"V.L.COLLEGE OF PHARMACY,","MANIK PRABHU TEMPLE ROAD, RAICHUR-584103",RAICHUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261891143,OXBRIDGE COLLEGE OF PHARMACY,"NO.8,9, MAHADESHWARA NAGAR EXTN, VISHWANEEDAM POST, HEROHALLI CROSS, MAGADI ROAD,",BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4261899532,MARATHA MANDAL'S COLLEGE OF PHARMACY,"1007,MALMARUTI EXTENSION OPP. POLICE PARADE GROUND, BELGAUM-590016 KARNATAKA",BELGAUM,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4262028470,ACHARYA & B M REDDY COLLEGE OF PHARMACY,SOLDEVANAHALLI HESARGHATTA MAIN ROAD BANGALORE - 560 090.,BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4262044072,AL AMEEN COLLEGE OF PHARMACY,"NEAR LALBAGH MAIN GATE, HOSUR RO' BANGALORE -560027",BANGALORE URBAN,Unaided - Private,N,Y,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4262044396,"RANI CHENNAMMA COLLEGE OF PHARMACY,BELGAUM.","PLOT NO 7/C, B.K.KANGRALI INDUSTRIAL AREA, VAIBHAV NAGAR,",BELGAUM,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4263453577,BAPUJI PHARMACY COLLEGE,"SHAMANUR ROAD, S.S. LAYOUT, DAVANGERE.",DAVANAGERE,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4266263329,SRINIVAS COLLEGE OF PHARMACY,"FARANGIPETE POST, VALACHIL MANGALORE 574 143",DAKSHINA KANNADA,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4266270452,MANIPAL COLLEGE OF PHARMACEUTICAL SCIENCES,"MANIPAL COLLEGE OF PHARMACEUTICAL SCIENCES MADHAV NAGAR, MANIPAL 576 104 UDUPI DISTRICT, KARNATKA STATE",UDUPI,Deemed University(Private),N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4266290645,KARAVALI COLLEGE OF PHARMACY,"NH-13, OPP. MANGALAJYOTHI, VAMANJOOR,MANGALORE- 575 028",DAKSHINA KANNADA,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4266291860,"KLE COLLEGE OF PHARMACY, BELGAUM.","J.N.MEDICAL COLLEGE CAMPUS, NEHRU NAGAR,",BELGAUM,Deemed University(Private),N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4267268829,PES COLLEGE OF PHARMACY,"50 FEET ROAD, HANUMANTHANAGAR, BSK I STAGE, BENGALURU - 560 050",BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4267269306,T M A E SOCIETY'S S C S COLLEGE OF PHARMACY,HARAPANAHALLI-583131 DIST: DAVANAGERE STATE:KARNATAKA,DAVANAGERE,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4267269658,DAYANANDA SAGAR COLLEGE OF PHARMACY,SHAVIGE MALLESHWARA HILLS KUMARASWAMY LAYOUT BANGALORE - 560 078,BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4267288957,KLE COLLEGE OF PHARMACY,"2ND BLOCK, RAJAJINAGAR, BANGALORE",BANGALORE URBAN,Unaided - Private,N,N,Click Here,NA
2019-2020,Karnataka,Pharmacy,PG,1-4271511801,BLDEA'S SHRI SANGANABASAVA MAHASWAMIJI COLLEGE OF PHARMACY AND RESEARCH CENTRE,"BLDE UNIVERSITY CAMPUS, SOLAPUR ROAD, BIJAPUR-586103, KARNATAKA.",BIJAPUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261605969,NIRMALA COLLEGE OF HEALTH SCIENCE,"NUTMEG GARDENS MELOOR, KUNNAPPILLY P.O., CHALAKKUDY THRISSUR DIST., PIN:680311 PH:0480 2739800, 01, 02, 08156950403",THRISSUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261622640,LISIE COLLEGE OF PHARMACY,"LISIE MEDICAL AND EDUCATIONAL INSTITUTIONS, VENNALA CAMPUS, VENNALA HIGH SCHOOL ROAD, ERNAKULAM, KOCHI-682018",ERNAKULAM,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261623548,ST.JOHN'S COLLEGE OF PHARMACEUTICAL SCIENCES & RESEARCH,KATTAPPANA SOUTH P.O. KATTAPPANA,IDUKKI,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261640717,AL SHIFA COLLEGE OF PHARMACY,POONTHAVANAM (PO) KIZHATTUR PERINTALMANNA MALAPPURAM DT KERALA-679325,MALAPPURAM,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261647013,COLLEGE OF PHARMACY-KANNUR MEDICAL COLLEGE,"PO. ANJARAKANDY, KANNUR DT. KERALA STATE, 670 612",KANNUR,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261650275,KARUNA COLLEGE OF PHARMACY,"IRINGUTTOOR,THIRUMITTACODE POST,NEAR:PATTAMBI, PALAKKAD DIST., KERALA-679533.",PALAKKAD,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261651029,NAZARETH COLLEGE OF PHARMACY,"OTHERA P.O, THIRUVALLA PATHANAMTHITTA",PATHANAMTHITTA,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261653945,MOUNT ZION COLLEGE OF PHARMACEUTICAL SCIENCES & RESEARCH,CHAYALODE P.O ADOOR PATHANAMTHITTA 691556,PATHANAMTHITTA,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261654946,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, MAHATMA GANDHI UNIVERSITY,CHERUVANDOOR CAMPUS.","DEPARTMENT OF PHARMACEUTICAL SCIENCES, MAHATMA GANDHI UNIVERSITY,CHERUVANDOOR CAMPUS, ETTUMANOOR P.O, KOTTAYAM ( DIST), KERALA, PIN 686631.",KOTTAYAM,University Managed-Govt,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261665747,KMCT COLLEGE OF PHARMACEUTICAL SCIENCES,"KMCT COLLEGE OF PHARMACEUTICAL SCIENCES, KALLANTHODE, NIT CAMPUS PO, KOZHIKODE, 673601",KOZHIKODE,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261666010,AHALIA SCHOOL OF PHARAMCY,KOZHIPPARA POST PALAKKAD,PALAKKAD,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261673217,COLLEGE OF PHARMACEUTICAL SCIENCES,COLLEGE OF PHARMACEUTICAL SCIENCES GOVT. MEDICAL COLLEGE GANDHINAGAR P.O MEDICAL COLLEGE KOTTAYAM,KOTTAYAM,Government,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261693923,THE DALE VIEW COLLEGE OF PHARMACY & RESEARCH CENTRE,"PUNALAL P.O, POOVACHAL(VIA) TRIVANDRUM 695 575 KERALA",THIRUVANANTHAPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261697959,ST. JOSEPH'S COLLEGE OF PHARMACY,DHARMAGIRI COLLEGE CAMPUS NAIPUNNYA ROAD CHERTHALA,ALAPPUZHA,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261700081,"CRESCENT COLLEGE OF PHARMACEUTICAL SCIENCES,","MADAYIPARA, PAYANGADI RS.PO,KANNUR DISTRICT, KERALA.",KANNUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261700579,CHEMISTS COLLEGE OF PHARMACEUTICAL SCIENCES AND RESEARCH,"CHEMISTS COLLEGE OF PHARMACEUTICAL SCIENCES AND RESEARCH, VARIKOLI, PUTHENCRUZ",ERNAKULAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261707373,MOOKAMBIKA COLLEGE OF PHARMACEUTICAL SCIENCES & RESEARCH,"MOOKAMBIKA TECHNICAL CAMPUS, ETTAPPILY, MANNATHUR P.O., MUVATTUPUZHA",ERNAKULAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261708526,MAR DIOSCORUS COLLEGE OF PHARMACY,"ALATHARA, SREEKARIYAM, THIRUVANANTHAPURAM -695017",THIRUVANANTHAPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261723215,ELIMS COLLEGE OF PHARMACY,RAMAVARMAPURAM P O VILLADAM 680631,THRISSUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261725956,RAJIV GANDHI INSTITUTE OF PHARMACY,TRIKARIPUR MEELIYAT KASARGOD,KASARAGOD,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261735048,GRACE COLLEGE OF PHARMACY,"ATHALUR KODUNTHIRAPPULLY, PALAKKAD - 678 004 KERALA STATE",PALAKKAD,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261745895,NATIONAL COLLEGE OF PHARMACY,"MANASSERY P.O, MUKKAM",KOZHIKODE,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261750967,"NIRMALA COLLEGE OF PHARMACY,MUVATTUPUZHA","NIRMALA COLLEGE OF PHARMACY MUVATTUPUZHA, ERNAKULAM(DIST) KERALA-686 661 INDIA",ERNAKULAM,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261761481,K.T.N COLLEGE OF PHARMACY,"CHALAVARA (PO) OTTAPALAM-TALUK, PALAKKAD -DIST KERALA-679505",PALAKKAD,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261767479,JAMIA SALAFIYA PHARMACY COLLEGE,SALAFI GRAMAM. PULIKKAL P.O. PULIKKAL MALAPPURAM KERALA INDIA PIN-673637,MALAPPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261771680,PRIME COLLEGE OF PHARMACY,"PRIME NAGAR,ERATTAYAL,KODUMBU.P.O.,PALAKKAD",PALAKKAD,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261778372,DR.JOSEPH MAR THOMA INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH,"ST THOMAS MISSION HOSPITAL CAMPUS, KATTANAM, PALLICKAL P.O.,KAYAMKULAM,ALAPPUZHA DISTRICT,KERALA-690503",ALAPPUZHA,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261785432,GOVT. COLLEGE OF PHARMACEUTICAL SCIENCES,"GOVT. MEDICAL COLLEGE, CALICUT.",KOZHIKODE,Government,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261800891,DEVAKI AMMA MEMORIAL COLLEGE OF PHARMACY,"CHELEMBRA, PULLIPARAMBA.PO, MALAPPURAM. DT, KERALA - 673634",MALAPPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261814220,EZHUTHACHAN COLLEGE OF PHARMACEUTICAL SCIENCES,MARAYAMUTTAM NEYATTINKARA THIRUVANANTHAPURAM KERALA 695131,THIRUVANANTHAPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261819829,COCHIN COLLEGE OF ENGINEERING & TECHNOLOGY,"VALIYAPARAMBU, EDAYUR P.O, VALANCHERY (VIA) MALAPURAM DIST. PINCODE 676552",MALAPPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261820875,K.V.M. COLLEGE OF PHARMACY,KOKKOTHAMANGALAM P.O.,ALAPPUZHA,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261856427,COLLEGE OF PHARMACEUTICAL SCIENCES,MEDICAL COLLEGE PO,THIRUVANANTHAPURAM,Government,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261875295,MALIK DEENAR COLLEGE OF PHARMACY,"SEETHANGOLI, BELA POST, KASARAGOD- 671321 KERALA STATE",KASARAGOD,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261876775,JDT ISLAM COLLEGE OF PHARMACY,"JAMIATH HILLS, MARIKUNNU P.O, KOZHIKODE, KERALA - 673012",KOZHIKODE,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261884870,ST JAMES COLLEGE OF PHARMACEUTICAL SCIENCES,"ST.JAMES MEDICAL ACADEMY RIVER BANK, GOVT. HOSPITAL ROAD CHALAKUDY THRISSUR KERALA",THRISSUR,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261885394,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, REGIONAL INSTITUTE OF MEDICAL SCIENCES AND RESEARCH","RUBBER BOARD PO,THALAPADDY. KOTTAYAM 686009 KERALA STATE",KOTTAYAM,University Managed-Govt,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4261885641,SANJO COLLEGE OF PHARMACEUTICAL STUDIES,"VELLAPARA, CHITHALI P.O. KUZHALMANNAM",PALAKKAD,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4262031457,PUSHPAGIRI COLLEGE OF PHARMACY,"MEDICITY CAMPUS, M.C. ROAD, PERUMTHURUTHY P.O, TIRUVALLA",PATHANAMTHITTA,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4262278427,TRIVENI INSTITUTE OF PHARMACY,ERANELLUR P.O KECHERI,THRISSUR,Government,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4262316718,WESTFORT COLLEGE OF PHARMACY,"POTTORE (P.O) M.G KAVU, THRISSUR",THRISSUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4262333763,HINDUSTAN COLLEGE OF PHARMACY,"CHENAPADY P.O, KANJIRAPPALLY,",KOTTAYAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4262348474,MGM SILVER JUBILEE COLLEGE OF POLYTECHNIC AND PHARMACEUTICAL SCIENCES,MGM TECHNOLOGICAL CAMPUS PAMPAKUDA P.O ERNAKULAM -686667,ERNAKULAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4262375781,AL AZHAR COLLEGE OF PHARMACY,"AL AZHAR CAMPUS PERUMPILLICHIRA PO, THODUPUZHA",IDUKKI,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4263445155,"COLLEGE OF PHARMACEUTICAL SCIENCES,GOVERNMENT T.D.MEDICAL COLLEGE,ALAPPUZHA","COLLEGE OF PHARMACEUTICAL SCIENCES,GOVERNMENT T.D. MEDICAL COLLEGE,VANDANAM P.O,ALAPPUZHA PIN 688 005",ALAPPUZHA,Government,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4263490863,DM WIMS COLLEGE OF PHARMACY,NASEERA NAGAR MEPPADI KALPETTA WAYANAD KERALA,WAYANAD,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4266272032,"ACADEMY OF PHARMACEUTICAL SCIENCES, PARIYARAM","P.O. PARIYARAM MEDICAL COLLEGE, KANNUR, KERALA, INDIA",KANNUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4266284486,MOULANA COLLEGE OF PHARMACY,"MOULANA COLLEGE OF PHARMACY, NEAR RAILWAY STATION, PO: ANGADIPPURAM, PIN: 679321. PERINTALMANNA, MALAPPURAM (DIST)",MALAPPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4266294868,NEHRU COLLEGE OF PHARMACY,"PAMPADY,THIRUVILWAMALA,THRISSUR,KERALA",THRISSUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4267293428,SREEKRISHNA COLLEGE OF PHARMACY AND RESEARCH CENTRE,"SREEKRISHNA COLLEGE OF PHARMACY AND RESEARCH CENTRE, NEAR RAILWAY STATION, MULLUVILA, PARASSALA & POST, THIRUVANANTHAPURAM, KERALA- 695502.",THIRUVANANTHAPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4618462931,AMRITA VISHWA VIDYAPEETHAM. KOCHI CAMPUS,"AMRITA VISHWA VIDYAPEETHAM, AIMS PONEKKARA PO KOCHI 682041 KERALA",ERNAKULAM,Deemed University(Private),N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4623523106,KERALA ACADEMY OF PHARMACY,PANKAJAKASTHURI COLLEGE OF ENGINEERING AND TECHNOLOGYKANDALATHIRUVANANTHAPURAM,THIRUVANANTHAPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4758385821,KMP COLLEGE OF PHARMACY,"ASAMANNOOR P. O., ODAKKALI, PERUMBAVOOR",ERNAKULAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-4836123951,HOLY GRACE ACADEMY OF PHARMACY,"VELIYAPARAMBU , KURUVILASSERY P.O , MALA",THRISSUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-5037103591,MGM COLLEGE OF PHARMACY,"MGM TECHNOLOGICAL CAMPUS, PILATHARA, VILAYANCODE P.O.",KANNUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,UG,1-5040213971,MGM SILVER JUBILEE COLLEGE OF PHARMACY,"MGM TECHNOLOGICAL CAMPUS, KILIMANOOR, PULIMATH P.O.",THIRUVANANTHAPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261640717,AL SHIFA COLLEGE OF PHARMACY,POONTHAVANAM (PO) KIZHATTUR PERINTALMANNA MALAPPURAM DT KERALA-679325,MALAPPURAM,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261651029,NAZARETH COLLEGE OF PHARMACY,"OTHERA P.O, THIRUVALLA PATHANAMTHITTA",PATHANAMTHITTA,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261654946,"DEPARTMENT OF PHARMACEUTICAL SCIENCES, MAHATMA GANDHI UNIVERSITY,CHERUVANDOOR CAMPUS.","DEPARTMENT OF PHARMACEUTICAL SCIENCES, MAHATMA GANDHI UNIVERSITY,CHERUVANDOOR CAMPUS, ETTUMANOOR P.O, KOTTAYAM ( DIST), KERALA, PIN 686631.",KOTTAYAM,University Managed-Govt,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261693923,THE DALE VIEW COLLEGE OF PHARMACY & RESEARCH CENTRE,"PUNALAL P.O, POOVACHAL(VIA) TRIVANDRUM 695 575 KERALA",THIRUVANANTHAPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261697959,ST. JOSEPH'S COLLEGE OF PHARMACY,DHARMAGIRI COLLEGE CAMPUS NAIPUNNYA ROAD CHERTHALA,ALAPPUZHA,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261700081,"CRESCENT COLLEGE OF PHARMACEUTICAL SCIENCES,","MADAYIPARA, PAYANGADI RS.PO,KANNUR DISTRICT, KERALA.",KANNUR,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261708526,MAR DIOSCORUS COLLEGE OF PHARMACY,"ALATHARA, SREEKARIYAM, THIRUVANANTHAPURAM -695017",THIRUVANANTHAPURAM,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261725956,RAJIV GANDHI INSTITUTE OF PHARMACY,TRIKARIPUR MEELIYAT KASARGOD,KASARAGOD,Unaided - Private,N,N,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261735048,GRACE COLLEGE OF PHARMACY,"ATHALUR KODUNTHIRAPPULLY, PALAKKAD - 678 004 KERALA STATE",PALAKKAD,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261745895,NATIONAL COLLEGE OF PHARMACY,"MANASSERY P.O, MUKKAM",KOZHIKODE,Unaided - Private,N,Y,Click Here,NA
2019-2020,Kerala,Pharmacy,PG,1-4261750967,"NIRMALA COLLEGE OF PHARMACY,MUVATTUPUZHA","NIRMALA COLLEGE OF PHARMACY MUVATTUPUZHA, ERNAKULAM(DIST) KERALA-686 661 INDIA",ERNAKULAM,Unaided - Private,N,Y,Click Here,NA
